FB1	FB2	L1	L2
AT4G25190.2	0	0	2	1
AT4G25200.1.Hnull	1	2	5	2
AT4G25210.1.Hnull	1352	1364	1933	1422
AT4G25220.1	8	3	1	2
AT4G25225.1.Hnull	67	119	85	133
AT4G25230.1.Hnull	1798	845	1742	834
AT4G25235.1.Hnull	0	0	0	0
AT4G25240.1.Hnull	13	62	8	76
AT4G25250.1	0	0	0	0
AT4G25260.1	348	228	609	227
AT4G25270.1.Hnull	230	188	213	221
AT4G25280.1.Hnull	439	369	251	374
AT4G25290.1	1509	1490	3233	1349
AT4G25300.1.Hnull	752	139	732	129
AT4G25310.1.Hnull	9	13	5	27
AT4G25315.1.Hnull	105	138	77	117
AT4G25320.1.Hnull	545	323	643	357
AT4G25330.1.Hnull	0	0	0	1
AT4G25340.1.Hnull	393	1092	602	1255
AT4G25350.1.Hnull	73	51	67	66
AT4G25360.1	1147	996	800	815
AT4G25370.1.Hnull	3521	3644	3513	4173
AT4G25380.1.Hnull	2	2	2	0
AT4G25386.1.Hnull	0	0	0	0
AT4G25390.1.Hnull	342	119	592	113
AT4G25400.1.Hnull	0	0	0	0
AT4G25410.1.Hnull	10	20	12	18
AT4G25420.1.Hnull	389	59	245	52
AT4G25430.1	17	10	1	0
AT4G25433.1.Hnull	2	29	0	42
AT4G25434.2.Hnull	58	71	72	79
AT4G25435.1.Hnull	0	0	0	0
AT4G25440.1.Hnull	423	339	455	392
AT4G25450.1.Hnull	2999	2449	3669	2652
AT4G25470.1.Hnull	64	1238	244	601
AT4G25480.1.Hnull	211	996	669	727
AT4G25490.1.Hnull	32	1116	61	591
AT4G25500.1.Hnull	1329	3659	2111	4248
AT4G25510.1.Hnull	36	10	37	4
AT4G25515.1.Hnull	351	267	454	250
AT4G25520.1	910	1249	1325	1715
AT4G25530.1.Hnull	0	0	0	0
AT4G25540.1	136	272	4	38
AT4G25550.1.Hnull	946	1103	1318	1078
AT4G25560.1.Hnull	0	0	0	1
AT4G25570.1	2736	2806	5702	3744
AT4G25580.1.Hnull	1	69	0	63
AT4G25585.1.Hnull	0	0	0	0
AT4G25590.1.Hnull	0	1	2	4
AT4G25600.1.Hnull	122	148	157	194
AT4G25610.1.Hnull	208	199	289	189
AT4G25620.1.Hnull	1217	745	730	576
AT4G25630.1.Hnull	204	1590	220	1865
AT4G25631.1.Hnull	0	2	0	1
AT4G25635.1.Hnull	0	0	0	0
AT4G25640.2.Hnull	6511	2747	8065	3060
AT4G25650.2.Hnull	5858	4165	7251	4419
AT4G25660.1.Hnull	955	765	771	814
AT4G25670.1.Hnull	7	25	8	24
AT4G25672.1.Hnull	7	20	10	22
AT4G25680.1.Hnull	806	675	655	838
AT4G25690.1.Hnull	7	61	5	48
AT4G25692.1	16	12	4	7
AT4G25700.1.Hnull	2738	1332	1104	1463
AT4G25707.1.Hnull	4	2	9	0
AT4G25710.1.Hnull	68	125	182	131
AT4G25719.1	16	22	17	11
AT4G25720.1.Hnull	477	345	578	333
AT4G25730.1.Hnull	732	2234	1393	2421
AT4G25740.1.Hnull	1373	3633	1425	3572
AT4G25750.1.Hnull	12	12	2	11
AT4G25760.1	173	123	20	1
AT4G25770.1	652	571	637	848
AT4G25780.1.Hnull	66	161	12	133
AT4G25790.1.Hnull	2	1	6	1
AT4G25800.1	177	204	397	612
AT4G25810.1	28	13	22	14
AT4G25820.1.Hnull	0	0	0	0
AT4G25830.1.Hnull	381	267	135	257
AT4G25835.1.Hnull	43	242	15	275
AT4G25840.1.Hnull	516	366	522	364
AT4G25845.1.Hnull	8	2	11	7
AT4G25850.1.Hnull	29	2	57	0
AT4G25860.1.Hnull	1	2	0	2
AT4G25870.1.Hnull	388	349	275	356
AT4G25880.1	1667	2378	2400	3794
AT4G25885.1.Hnull	0	0	0	0
AT4G25890.1	2946	1375	379	281
AT4G25900.1.Hnull	1724	542	2063	650
AT4G25910.1.Hnull	1872	1203	1507	813
AT4G25920.1.Hnull	4	2	1	0
AT4G25930.1.Hnull	0	0	0	1
AT4G25940.1.Hnull	1673	967	2202	982
AT4G25950.1.Hnull	3	17	6	13
AT4G25960.1.Hnull	4097	3334	3457	3845
AT4G25970.1.Hnull	2487	2486	4995	2587
AT4G25980.1.Hnull	9	37	34	39
AT4G25990.2.Hnull	8	425	38	612
AT4G26000.1.Hnull	1012	803	1292	793
AT4G26005.1.Hnull	0	0	0	0
AT4G26010.1	20	16	0	0
AT4G26020.2.Hnull	0	4	1	2
AT4G26030.1.Hnull	0	1	0	0
AT4G26040.1.Hnull	0	0	0	1
AT4G26050.1.Hnull	0	0	4	1
AT4G26055.1.Hnull	5	22	5	38
AT4G26060.1.Hnull	385	109	788	129
AT4G26070.2.Hnull	1144	554	1385	618
AT4G26080.1.Hnull	5330	4139	5645	3741
AT4G26090.1.Hnull	96	58	136	62
AT4G26095.1.Hnull	7	7	11	9
AT4G26100.1.Hnull	1041	1021	699	1006
AT4G26110.1.Hnull	1418	2852	1717	3187
AT4G26120.1.Hnull	166	39	187	45
AT4G26130.1	2642	2975	3319	3852
AT4G26140.1.Hnull	324	584	221	625
AT4G26150.1.Hnull	456	49	680	38
AT4G26160.1.Hnull	472	179	443	144
AT4G26170.1	69	75	7	4
AT4G26180.1.Hnull	198	121	219	115
AT4G26190.1	1961	2285	1123	2167
AT4G26200.1.Hnull	4	11	0	8
AT4G26210.1.Hnull	350	580	441	685
AT4G26220.1	82	76	10	28
AT4G26225.1.Hnull	0	0	0	0
AT4G26230.1.Hnull	932	3250	779	3856
AT4G26240.1.Hnull	318	205	335	246
AT4G26250.1.Hnull	0	0	0	0
AT4G26255.1.Hnull	35	24	3	21
AT4G26260.2	1671	1860	23	12
AT4G26270.1.Hnull	694	263	1844	345
AT4G26280.1	63	41	0	0
AT4G26288.1.Hnull	53	74	28	109
AT4G26290.1	0	1	0	0
AT4G26300.1.Hnull	1580	1736	1804	1911
AT4G26310.2	897	656	463	540
AT4G26320.1.Hnull	1	0	1	1
AT4G26330.1.Hnull	0	2	0	1
AT4G26340.1.Hnull	1	0	0	0
AT4G26350.1.Hnull	0	0	0	0
AT4G26360.1.Hnull	0	3	0	7
AT4G26365.1	2	1	0	0
AT4G26370.1.Hnull	434	3272	1287	3754
AT4G26375.1	0	0	0	0
AT4G26380.1.Hnull	9	10	3	23
AT4G26385.1.Hnull	0	0	0	0
AT4G26390.1.Hnull	6	120	3	116
AT4G26400.2.Hnull	834	767	539	830
AT4G26410.1.Hnull	1020	1407	982	1364
AT4G26420.1	4	3	0	0
AT4G26430.1.Hnull	153	289	264	244
AT4G26440.1.Hnull	1	3	0	6
AT4G26450.1.Hnull	1747	848	1578	1097
AT4G26455.1.Hnull	616	343	924	480
AT4G26460.1.Hnull	0	0	0	0
AT4G26466.1.Hnull	1	0	1	0
AT4G26470.1	286	163	42	67
AT4G26480.1.Hnull	2406	1553	2438	1583
AT4G26483.1.Hnull	0	9	0	8
AT4G26485.1	8	4	0	0
AT4G26488.1	26	25	10	12
AT4G26490.1.Hnull	24	4	25	2
AT4G26500.1.Hnull	844	1086	771	1089
AT4G26510.1.Hnull	1788	2059	1804	2164
AT4G26520.1	702	1319	2094	1500
AT4G26530.1.Hnull	43503	47988	34142	61638
AT4G26540.1	150	275	779	258
AT4G26542.1.Hnull	5	13	1	16
AT4G26550.1.Hnull	294	192	297	167
AT4G26555.1.Hnull	670	1225	510	1422
AT4G26560.1	3	3	2	0
AT4G26570.2.Hnull	1337	852	1035	919
AT4G26580.1.Hnull	29	18	24	25
AT4G26582.1	17	18	17	23
AT4G26590.1.Hnull	100	34	148	52
AT4G26600.1.Hnull	117	615	232	717
AT4G26610.1.Hnull	1185	713	730	738
AT4G26620.1.Hnull	988	615	1267	660
AT4G26630.1.Hnull	5319	6335	9628	7905
AT4G26640.2.Hnull	1700	1212	1476	1354
AT4G26650.1.Hnull	1141	1128	649	1286
AT4G26660.1.Hnull	36	124	9	194
AT4G26670.1	487	940	79	631
AT4G26675.1.Hnull	0	0	0	0
AT4G26680.1.Hnull	88	78	92	69
AT4G26690.1.Hnull	2137	2341	1006	2396
AT4G26700.1.Hnull	3246	4013	4104	4086
AT4G26701.1	0	0	0	0
AT4G26710.1.Hnull	2552	1252	1713	1456
AT4G26720.1.Hnull	644	462	660	531
AT4G26730.1	0	2	0	1
AT4G26740.1.Hnull	0	0	0	0
AT4G26750.1.Hnull	829	435	908	654
AT4G26760.1.DE	2690	3125	257	196
AT4G26770.1	158	152	0	4
AT4G26780.1	916	712	228	425
AT4G26790.1.Hnull	244	90	224	68
AT4G26795.1	107	90	44	49
AT4G26800.1.Hnull	34	66	42	49
AT4G26810.1.Hnull	77	77	74	71
AT4G26820.1.Hnull	0	3	0	0
AT4G26830.1.Hnull	21	26	15	46
AT4G26840.1.Hnull	2028	1707	2631	1815
AT4G26850.1.DE	13331	12876	56128	44770
AT4G26860.2.Hnull	4594	2095	2587	1848
AT4G26870.1	3355	3612	2447	2351
AT4G26880.1.Hnull	0	0	0	0
AT4G26890.1.Hnull	36	10	17	3
AT4G26900.1.Hnull	981	1801	1265	2153
AT4G26910.1	1728	1614	1768	3065
AT4G26920.1.Hnull	0	0	0	0
AT4G26930.1.Hnull	0	15	0	19
AT4G26940.1.Hnull	2167	1282	1650	1352
AT4G26950.1.Hnull	374	12	300	7
AT4G26960.1.Hnull	20	112	1	112
AT4G26965.1.Hnull	194	277	214	291
AT4G26970.1.Hnull	6294	5114	15557	5427
AT4G26980.1.Hnull	481	212	478	245
AT4G26990.1.Hnull	206	101	276	102
AT4G27000.1.Hnull	3520	2500	3590	2727
AT4G27010.2.Hnull	135	374	402	516
AT4G27020.1	761	795	1251	1352
AT4G27030.1.Hnull	2067	777	1599	682
AT4G27040.1.Hnull	1478	408	1339	417
AT4G27050.1.Hnull	824	309	724	296
AT4G27052.1.Hnull	1	30	1	27
AT4G27060.1.Hnull	961	733	907	829
AT4G27070.1.Hnull	442	843	581	897
AT4G27080.2	1947	1980	833	794
AT4G27090.1	31101	16528	5239	4200
AT4G27100.1	473	323	528	353
AT4G27110.1	297	353	0	0
AT4G27120.1	1341	1119	741	973
AT4G27130.1	2105	2591	1326	1776
AT4G27140.1.Hnull	0	0	0	0
AT4G27150.1.Hnull	0	0	0	0
AT4G27160.1.Hnull	0	0	0	0
AT4G27170.1.Hnull	0	0	0	0
AT4G27180.1.Hnull	2004	1226	2764	1289
AT4G27190.1	1	2	0	0
AT4G27200.1.Hnull	0	2	0	1
AT4G27210.1.Hnull	0	18	0	20
AT4G27220.1.Hnull	14	2	23	2
AT4G27230.1.Hnull	946	1174	758	1513
AT4G27240.1.Hnull	399	268	264	302
AT4G27250.1.Hnull	3	0	0	0
AT4G27260.1.Hnull	1320	64	920	62
AT4G27270.1	482	291	99	61
AT4G27280.1	464	215	851	505
AT4G27290.1.Hnull	21	41	14	24
AT4G27300.1.Hnull	3876	867	6227	856
AT4G27310.1.DE	2086	1115	6024	3911
AT4G27320.1.Hnull	2340	1171	2381	1424
AT4G27330.1.Hnull	1	0	0	1
AT4G27340.1.DE	722	571	558	615
AT4G27350.1.Hnull	142	106	102	113
AT4G27360.1.Hnull	135	6	18	2
AT4G27370.1.Hnull	55	206	74	204
AT4G27380.1.Hnull	401	477	559	457
AT4G27390.1	642	537	1282	1680
AT4G27395.1.Hnull	0	0	0	0
AT4G27400.1	0	0	0	0
AT4G27410.3.Hnull	417	2006	409	1617
AT4G27415.1	0	0	0	0
AT4G27420.1.Hnull	0	0	3	0
AT4G27430.1.Hnull	5105	5048	2945	5731
AT4G27435.1	1013	746	144	104
AT4G27440.1.Hnull	4706	86209	6679	99253
AT4G27450.1.Hnull	1465	362	612	341
AT4G27460.1.Hnull	6	11	49	8
AT4G27470.1.Hnull	775	470	914	549
AT4G27480.1.Hnull	267	37	479	39
AT4G27490.1.Hnull	127	254	135	248
AT4G27500.1.Hnull	5288	4906	6833	5023
AT4G27510.1	242	112	8	1
AT4G27520.1.Hnull	5127	12701	1936	15389
AT4G27530.1.Hnull	1	5	2	10
AT4G27540.1.Hnull	238	204	397	245
AT4G27550.1.Hnull	2	33	4	41
AT4G27560.1.DE	2579	2197	1287	1372
AT4G27570.1.Hnull	14	125	4	156
AT4G27580.1.Hnull	3	1	2	7
AT4G27585.1	1374	1637	466	781
AT4G27590.2	248	236	11	4
AT4G27595.1.Hnull	817	970	611	1015
AT4G27597.1.Hnull	0	0	0	0
AT4G27600.1.Hnull	3780	5935	4158	6935
AT4G27610.1	856	934	597	668
AT4G27620.1.Hnull	345	678	362	794
AT4G27630.3.Hnull	175	210	200	210
AT4G27640.1	1726	3225	1558	2589
AT4G27650.1.Hnull	937	779	1058	801
AT4G27652.1.Hnull	291	538	191	330
AT4G27654.1.Hnull	8	161	3	89
AT4G27657.1.Hnull	380	568	354	314
AT4G27660.1.Hnull	20	12	39	30
AT4G27670.1	0	1	0	0
AT4G27680.1.Hnull	1453	739	1464	661
AT4G27690.1.Hnull	364	286	516	314
AT4G27700.1.Hnull	5330	11161	4243	11141
AT4G27710.1	477	1183	2253	1963
AT4G27720.1.Hnull	1948	2956	905	2638
AT4G27730.1.Hnull	525	138	157	106
AT4G27740.1.Hnull	928	400	573	493
AT4G27745.1.Hnull	543	121	559	129
AT4G27750.1.Hnull	615	493	478	449
AT4G27760.1.Hnull	765	1075	715	1096
AT4G27765.1.Hnull	0	0	0	0
AT4G27780.1.Hnull	631	217	827	212
AT4G27790.1.Hnull	6	0	5	0
AT4G27800.1.Hnull	8606	8024	11661	8519
AT4G27810.1	18	19	3	1
AT4G27820.1	634	564	2734	2968
AT4G27830.1	1497	1492	2735	3282
AT4G27840.1.Hnull	397	180	397	203
AT4G27850.1	7	9	0	8
AT4G27852.1.Hnull	26	7	34	15
AT4G27860.1.Hnull	368	44	323	86
AT4G27870.1.Hnull	791	2015	1102	2337
AT4G27875.1.Hnull	0	0	0	0
AT4G27880.1	1246	877	639	474
AT4G27885.1	0	0	0	0
AT4G27890.1	26	15	0	2
AT4G27900.1	1775	1676	1070	1593
AT4G27910.1.Hnull	353	318	355	378
AT4G27920.1.Hnull	0	5	2	12
AT4G27930.1.Hnull	0	0	0	0
AT4G27940.1	373	369	603	405
AT4G27950.1.Hnull	6	113	40	161
AT4G27960.2.Hnull	5142	2458	3204	2748
AT4G27970.1.Hnull	4	21	1	12
AT4G27980.1.Hnull	1	5	3	7
AT4G27990.1.Hnull	2041	1127	3191	1641
AT4G28000.1.Hnull	7	42	5	61
AT4G28005.1	4	3	5	2
AT4G28010.1.Hnull	88	156	107	176
AT4G28020.1	114	97	87	91
AT4G28025.1.Hnull	3925	2596	2454	3132
AT4G28030.1.Hnull	2781	2753	3333	3084
AT4G28040.1.Hnull	65	5	2	11
AT4G28050.1	1379	1466	325	144
AT4G28060.1.Hnull	1492	813	1330	757
AT4G28068.1	0	0	0	0
AT4G28070.2	394	317	91	178
AT4G28080.1.Hnull	33891	32576	28894	37870
AT4G28085.1.Hnull	59	8	100	10
AT4G28088.1	143	65	0	0
AT4G28090.1.Hnull	2	41	1	56
AT4G28100.1.Hnull	893	390	622	440
AT4G28110.1.Hnull	0	0	0	0
AT4G28130.1.Hnull	0	3	0	8
AT4G28140.1.Hnull	7	256	150	319
AT4G28150.1.Hnull	147	109	139	129
AT4G28160.1.Hnull	6	3	8	3
AT4G28162.1	0	0	0	0
AT4G28170.1.Hnull	1	6	8	3
AT4G28180.1.Hnull	60	467	112	538
AT4G28181.1.Hnull	0	0	0	0
AT4G28190.2	1382	597	86	9
AT4G28200.1.Hnull	731	796	1893	797
AT4G28210.1.Hnull	513	1196	610	1451
AT4G28220.1.Hnull	917	890	739	879
AT4G28230.1	693	410	209	342
AT4G28240.1.Hnull	6182	633	6247	419
AT4G28250.1.Hnull	678	905	150	1075
AT4G28260.1.Hnull	3075	1242	2495	1391
AT4G28270.1.Hnull	1345	192	1475	168
AT4G28280.2.Hnull	18	6	15	1
AT4G28290.1.Hnull	514	187	311	113
AT4G28300.1.Hnull	2887	1957	4188	2473
AT4G28310.1.Hnull	45	184	4	223
AT4G28320.1	351	297	129	163
AT4G28330.1.Hnull	95	21	61	27
AT4G28340.1.Hnull	13	5	12	3
AT4G28350.1.Hnull	254	359	569	446
AT4G28360.1.Hnull	542	1044	386	1085
AT4G28362.1.Hnull	0	0	0	0
AT4G28365.1.Hnull	0	0	0	0
AT4G28370.1.Hnull	766	354	998	403
AT4G28380.1	0	0	0	0
AT4G28390.1.Hnull	1479	890	1443	877
AT4G28395.1.Hnull	2	0	3	0
AT4G28397.1.Hnull	1	0	0	0
AT4G28400.1	1345	980	2537	3088
AT4G28405.1.Hnull	1	10	0	8
AT4G28410.1.Hnull	0	0	0	2
AT4G28420.2.Hnull	6	27	6	24
AT4G28430.1.Hnull	8	14	4	29
AT4G28440.1.DE	3270	2217	1147	1383
AT4G28450.1	1253	808	272	591
AT4G28460.1.Hnull	4	7	0	9
AT4G28470.1	3638	3583	1511	1949
AT4G28480.1.Hnull	1413	1088	1820	1190
AT4G28485.1.Hnull	1	2	11	3
AT4G28490.1.Hnull	2340	389	5258	526
AT4G28500.1	362	259	46	11
AT4G28510.1.Hnull	514	945	779	1040
AT4G28520.1.Hnull	0	0	0	0
AT4G28530.1.Hnull	0	15	4	24
AT4G28540.1.Hnull	936	828	1226	1021
AT4G28550.1.Hnull	190	177	139	142
AT4G28556.1.Hnull	2	7	18	10
AT4G28560.1.Hnull	9	30	19	49
AT4G28564.1.Hnull	0	0	0	0
AT4G28570.1.Hnull	1415	832	1755	1071
AT4G28580.1.Hnull	1	16	1	9
AT4G28590.1.Hnull	149	271	248	331
AT4G28600.1.Hnull	1450	924	1772	1032
AT4G28610.1.DE	2245	1495	2669	2421
AT4G28620.1.Hnull	3	46	2	38
AT4G28630.1.Hnull	586	444	740	482
AT4G28640.2.Hnull	399	379	350	559
AT4G28650.1.Hnull	137	52	153	51
AT4G28652.1.Hnull	4	7	5	5
AT4G28660.2.Hnull	3998	9493	2388	10106
AT4G28670.1.Hnull	1	15	0	16
AT4G28680.2.Hnull	8	14	3	20
AT4G28690.1	161	186	129	106
AT4G28700.1.Hnull	84	66	53	74
AT4G28703.1.Hnull	20	78	22	92
AT4G28706.4.Hnull	1203	1211	1158	1407
AT4G28710.1.Hnull	2023	803	3565	882
AT4G28720.1.Hnull	69	11	36	19
AT4G28730.1	1030	639	778	426
AT4G28740.1.Hnull	3122	1743	3409	1818
AT4G28750.1.Hnull	54817	74276	23344	70426
AT4G28760.1.Hnull	1891	1539	1612	1483
AT4G28770.2	1472	1262	1179	1239
AT4G28775.1	6	5	1	1
AT4G28780.1.Hnull	825	2969	167	3458
AT4G28790.1.Hnull	15	51	59	58
AT4G28800.1.Hnull	0	3	0	2
AT4G28811.1.Hnull	0	0	0	3
AT4G28815.1.Hnull	0	1	4	3
AT4G28820.1.Hnull	42	66	84	60
AT4G28830.1.Hnull	221	193	298	194
AT4G28840.1.Hnull	1	4	0	2
AT4G28850.1	5	6	5	5
AT4G28860.1.Hnull	1867	983	1623	974
AT4G28870.1.Hnull	0	0	0	0
AT4G28880.1.Hnull	2572	1287	2801	1511
AT4G28890.1.Hnull	1	4	5	7
AT4G28900.1.Hnull	150	166	62	85
AT4G28910.2.Hnull	1911	1050	2582	1234
AT4G28915.1.Hnull	0	0	0	0
AT4G28920.1	0	0	0	0
AT4G28930.1.Hnull	0	0	0	0
AT4G28940.1	66	34	0	0
AT4G28950.1	414	166	8	4
AT4G28960.1.Hnull	0	0	0	3
AT4G28970.1.Hnull	0	1	0	1
AT4G28980.2.Hnull	850	864	982	882
AT4G28990.2.Hnull	119	264	149	276
AT4G29000.1.Hnull	428	411	658	364
AT4G29010.1.Hnull	4878	4267	10693	4855
AT4G29020.1.Hnull	671	7679	176	11002
AT4G29030.1.Hnull	28	50	5	80
AT4G29033.1.Hnull	0	1	0	0
AT4G29035.1.Hnull	0	0	0	0
AT4G29040.1.Hnull	4150	3681	6838	4080
AT4G29050.1.Hnull	506	204	982	272
AT4G29060.1	11724	13443	14950	17478
AT4G29070.1.Hnull	3209	924	1754	785
AT4G29080.1.Hnull	756	309	860	297
AT4G29090.1	0	0	0	0
AT4G29100.1.Hnull	1400	703	1544	658
AT4G29103.1.Hnull	0	0	0	0
AT4G29110.1.Hnull	1132	433	2083	442
AT4G29120.1.Hnull	1438	885	1359	902
AT4G29130.1.Hnull	3876	1688	3009	1693
AT4G29140.1	99	153	195	247
AT4G29150.1.Hnull	6	17	1	13
AT4G29160.1.Hnull	3985	1798	4012	1824
AT4G29170.1.Hnull	37	92	28	129
AT4G29180.2	11	9	3	0
AT4G29190.1.Hnull	4224	4172	7176	3646
AT4G29200.1.Hnull	0	0	0	0
AT4G29210.1.Hnull	1591	750	2595	886
AT4G29220.1	1842	2130	4284	4568
AT4G29230.1.Hnull	53	36	46	61
AT4G29240.1.Hnull	72	105	33	176
AT4G29250.1.Hnull	0	2	2	5
AT4G29260.1.Hnull	1193	611	918	664
AT4G29270.1.Hnull	18	47	2	60
AT4G29273.1.Hnull	0	0	0	0
AT4G29276.1.Hnull	0	5	1	4
AT4G29280.1.Hnull	0	0	0	0
AT4G29281.1	0	1	1	2
AT4G29283.1	0	0	0	0
AT4G29285.1	1	1	0	0
AT4G29290.1.Hnull	0	0	0	0
AT4G29300.1.Hnull	0	0	0	0
AT4G29305.1.Hnull	0	0	0	0
AT4G29310.1	893	538	576	272
AT4G29330.1.Hnull	884	442	1110	408
AT4G29340.1.Hnull	2	0	4	0
AT4G29350.1.Hnull	12045	8542	8358	9545
AT4G29360.1.Hnull	150	240	65	226
AT4G29370.1	2	2	1	2
AT4G29380.1.Hnull	2152	908	3040	928
AT4G29390.1.Hnull	1289	2211	1245	2762
AT4G29400.1.Hnull	132	789	414	1066
AT4G29410.1.Hnull	1045	2862	1120	2640
AT4G29415.1.Hnull	0	0	0	0
AT4G29420.1.Hnull	337	161	293	173
AT4G29430.1.Hnull	195	365	208	349
AT4G29440.1.Hnull	806	698	921	594
AT4G29450.1	0	0	0	0
AT4G29460.1.Hnull	0	5	0	13
AT4G29470.1.Hnull	0	4	3	1
AT4G29480.1.Hnull	1723	1738	1218	1480
AT4G29490.1.Hnull	1128	677	1927	759
AT4G29510.1.Hnull	687	1574	1073	1480
AT4G29520.1.Hnull	617	595	600	612
AT4G29530.1.Hnull	118	78	133	71
AT4G29540.2.Hnull	161	101	150	105
AT4G29548.1.Hnull	0	0	0	1
AT4G29550.1.Hnull	13	17	6	11
AT4G29560.1	166	129	64	53
AT4G29570.1.Hnull	23	2	8	2
AT4G29580.2.Hnull	2	1	0	4
AT4G29590.1.Hnull	2156	1975	1901	1995
AT4G29600.1.Hnull	4	6	0	11
AT4G29610.1.Hnull	5	841	28	1231
AT4G29620.1.Hnull	2	0	0	0
AT4G29630.1.Hnull	0	6	0	6
AT4G29640.1.Hnull	0	0	0	0
AT4G29650.1.Hnull	1	3	2	4
AT4G29654.1.Hnull	0	0	0	0
AT4G29658.1	40	27	0	0
AT4G29660.1.Hnull	213	197	339	192
AT4G29670.2.Hnull	3169	3560	2950	4072
AT4G29680.1.Hnull	1030	646	1176	753
AT4G29690.1	70	27	11	18
AT4G29700.1.DE	4048	3651	221	63
AT4G29710.1.Hnull	3	9	1	17
AT4G29720.1.Hnull	1116	966	781	963
AT4G29730.1.Hnull	264	288	273	262
AT4G29735.2.Hnull	705	579	578	616
AT4G29740.2.Hnull	119	518	204	1053
AT4G29750.1.Hnull	2068	2548	2407	3116
AT4G29760.1.Hnull	8	15	15	24
AT4G29770.2	22	38	2	15
AT4G29780.1.Hnull	284	3869	252	2231
AT4G29790.1.Hnull	1534	795	2364	931
AT4G29800.2.Hnull	1	25	1	26
AT4G29810.2.Hnull	2283	1049	2510	957
AT4G29820.1.Hnull	377	164	677	173
AT4G29830.1	1094	804	522	494
AT4G29840.1	1500	2685	1645	3134
AT4G29850.1.Hnull	46	4	58	3
AT4G29860.1	195	189	226	371
AT4G29870.1.Hnull	465	296	508	287
AT4G29880.1	497	386	8	24
AT4G29890.1.Hnull	666	332	872	280
AT4G29900.1	1955	3526	4622	8081
AT4G29905.1.Hnull	2338	3699	663	2754
AT4G29910.1.Hnull	324	278	403	242
AT4G29920.1.Hnull	136	122	96	122
AT4G29930.3.Hnull	9	4	1	1
AT4G29940.1.Hnull	544	467	672	517
AT4G29950.1.Hnull	2813	842	1386	875
AT4G29960.1.Hnull	782	578	780	517
AT4G29970.1.Hnull	0	0	0	0
AT4G29980.1.Hnull	0	0	0	1
AT4G29990.1.Hnull	133	77	133	88
AT4G30000.2.Hnull	327	217	343	277
AT4G30010.1.Hnull	4218	3136	2967	3495
AT4G30020.1	4517	4772	2407	1315
AT4G30030.1.Hnull	0	0	0	0
AT4G30040.1.Hnull	0	0	0	0
AT4G30050.1.Hnull	1	1	0	2
AT4G30060.1.Hnull	848	296	435	322
AT4G30064.1.Hnull	0	0	0	0
AT4G30067.1.Hnull	0	0	0	0
AT4G30070.1	4	1	0	0
AT4G30072.1.Hnull	0	0	0	0
AT4G30074.1	0	0	0	0
AT4G30080.1.Hnull	1229	471	1240	512
AT4G30090.1.Hnull	39	32	34	49
AT4G30097.1.Hnull	70	28	70	37
AT4G30100.1	1568	3537	4674	5319
AT4G30110.1.Hnull	1849	1025	1143	1041
AT4G30120.1.Hnull	1	16	25	13
AT4G30130.1	1920	1345	55	135
AT4G30140.1	782	753	6	3
AT4G30150.1.Hnull	307	758	646	752
AT4G30160.2.Hnull	2255	2582	2830	2941
AT4G30170.1.Hnull	1	0	0	0
AT4G30180.1.Hnull	55	15	10	8
AT4G30190.2	5100	7600	8059	9491
AT4G30200.2.Hnull	2783	1709	2388	1714
AT4G30210.1.Hnull	7542	4824	5703	5474
AT4G30220.2	3085	1618	760	629
AT4G30230.1	22	17	82	94
AT4G30240.1.Hnull	657	522	1133	472
AT4G30250.1.Hnull	35	34	19	31
AT4G30260.1.Hnull	1195	827	1098	1018
AT4G30270.1.Hnull	5172	411	4945	336
AT4G30280.1.Hnull	27	73	2	38
AT4G30290.1.Hnull	63	24	1	12
AT4G30300.1	0	1	0	0
AT4G30310.2.Hnull	3731	2437	3915	2622
AT4G30320.1	0	0	1	0
AT4G30330.1.Hnull	164	492	165	562
AT4G30340.1.Hnull	1102	445	1296	427
AT4G30350.1.Hnull	1539	1394	2362	1444
AT4G30360.1	993	797	980	1569
AT4G30370.1.Hnull	37	20	78	27
AT4G30380.1.Hnull	0	0	0	1
AT4G30390.1.Hnull	372	190	452	219
AT4G30400.1.Hnull	468	219	414	280
AT4G30410.2.Hnull	129	95	30	63
AT4G30420.1.Hnull	0	0	0	0
AT4G30430.1.Hnull	3	3	1	0
AT4G30440.1.Hnull	7289	4312	4575	3547
AT4G30450.1.Hnull	794	79	106	121
AT4G30460.1	726	433	1127	242
AT4G30470.1	4001	1961	1366	839
AT4G30480.2	1691	948	871	1052
AT4G30490.1.Hnull	1294	547	1452	488
AT4G30500.1.Hnull	65	54	69	56
AT4G30510.1.Hnull	223	135	318	150
AT4G30520.1.Hnull	512	295	618	287
AT4G30530.1.Hnull	12343	5622	12666	6441
AT4G30540.1.Hnull	10	144	2	168
AT4G30550.1	2417	1844	1093	1088
AT4G30560.1.Hnull	220	251	307	295
AT4G30570.1.Hnull	77	153	90	165
AT4G30580.1.Hnull	1162	1817	1436	1895
AT4G30590.1.Hnull	0	0	0	0
AT4G30600.1.Hnull	6240	2372	7899	2484
AT4G30610.1.Hnull	358	771	68	855
AT4G30620.1	1013	726	471	476
AT4G30630.1.Hnull	658	191	895	217
AT4G30640.1.Hnull	14	5	5	3
AT4G30650.1.Hnull	457	5174	970	5545
AT4G30660.1	636	998	507	1067
AT4G30662.1.Hnull	6	129	10	206
