FB1	FB2	L1	L2
AT5G13310.1	652	478	400	460
AT5G13320.1	1249	886	1001	539
AT5G13330.1	141	63	31	17
AT5G13340.1	228	226	160	195
AT5G13350.1.Hnull	3	81	0	76
AT5G13360.3.Hnull	902	663	518	502
AT5G13370.1	186	175	316	79
AT5G13380.1	2886	4782	3	2
AT5G13390.1.Hnull	1642	1410	2419	1797
AT5G13400.1	3239	3300	1021	527
AT5G13410.1	634	755	1377	1395
AT5G13420.1.Hnull	1555	993	3162	1074
AT5G13430.1	3012	3299	1979	1687
AT5G13440.1	3835	3617	4063	4709
AT5G13450.1	10620	7453	5047	4684
AT5G13460.1	1133	877	477	228
AT5G13470.1	386	298	268	303
AT5G13475.1	0	1	0	1
AT5G13480.2.Hnull	408	586	523	671
AT5G13485.1	0	1	0	0
AT5G13490.1	3406	3481	306	578
AT5G13500.1	772	761	922	1041
AT5G13510.1.Hnull	7147	7312	5167	8073
AT5G13520.1	1331	2243	181	169
AT5G13530.1	605	2671	1818	2949
AT5G13548.1	0	0	0	0
AT5G13550.1	999	1078	1979	2207
AT5G13560.1	2921	2902	2267	2404
AT5G13570.2.Hnull	819	635	1040	652
AT5G13580.1	682	592	44	0
AT5G13590.1	1624	1954	2800	3730
AT5G13600.1	186	148	0	1
AT5G13610.1	799	584	241	376
AT5G13620.1	0	1	0	0
AT5G13630.1	27106	42007	140843	48490
AT5G13640.1	1165	2179	4106	3318
AT5G13650.2	6119	8645	34653	34775
AT5G13655.1	0	0	0	0
AT5G13660.2	621	649	327	527
AT5G13670.1	330	258	0	0
AT5G13680.1	1343	1822	985	1695
AT5G13690.1	1396	2002	647	733
AT5G13700.1	231	357	25	18
AT5G13710.1	4151	3514	2657	1483
AT5G13720.1	281	499	1902	2398
AT5G13730.1	655	742	1839	2054
AT5G13740.1	3101	2577	1935	2441
AT5G13750.1	1232	1232	1093	957
AT5G13760.1	446	750	779	670
AT5G13770.1	1251	1081	5924	4107
AT5G13780.1	2014	1858	1043	1087
AT5G13790.1	469	283	5	1
AT5G13800.2	1641	1842	4877	9141
AT5G13810.1	1118	1203	2698	1960
AT5G13820.1.Hnull	218	64	234	72
AT5G13825.1	1	0	0	0
AT5G13830.1	50	51	6	14
AT5G13840.1	1342	1674	81	49
AT5G13845.1.Hnull	0	0	0	0
AT5G13850.1	4903	2902	1545	1299
AT5G13860.1	94	211	174	232
AT5G13870.1.Hnull	157	138	210	132
AT5G13880.1	93	48	51	50
AT5G13887.1	6	0	2	0
AT5G13890.1	344	694	394	539
AT5G13900.1	3	0	10	0
AT5G13910.1	1	2	3	2
AT5G13917.1	1	0	0	0
AT5G13920.1	198	162	75	59
AT5G13930.1	28346	29067	11139	5893
AT5G13940.1	211	156	4	6
AT5G13950.3	1183	1695	2901	3168
AT5G13960.1	922	835	121	95
AT5G13970.1	1067	691	609	685
AT5G13980.1	5114	8786	3075	3570
AT5G13990.1	799	888	14	8
AT5G14000.1	310	281	15	13
AT5G14010.1	17	12	0	1
AT5G14011.1	0	0	0	0
AT5G14020.1.Hnull	0	5	0	4
AT5G14030.1	6701	3828	2212	1866
AT5G14035.1	0	0	0	0
AT5G14040.1.Hnull	8151	8280	11107	8814
AT5G14050.1.DE	1616	1373	437	869
AT5G14060.1	3777	3758	7031	5302
AT5G14070.1.Hnull	8	7	0	12
AT5G14080.1	473	458	380	375
AT5G14090.1	74	71	335	159
AT5G14100.1	413	403	288	308
AT5G14105.1	820	452	188	306
AT5G14110.1	10	0	0	0
AT5G14120.1	959	1120	4212	2766
AT5G14130.1	8	8	6	0
AT5G14140.1	586	265	162	128
AT5G14150.1	167	125	1	0
AT5G14160.1	1	1	0	2
AT5G14170.1.Hnull	1320	1080	1810	1114
AT5G14180.1	337	371	14	6
AT5G14200.1	520	328	11557	2931
AT5G14210.1	1961	1950	1844	1531
AT5G14220.1	1270	1278	908	980
AT5G14230.1	443	710	104	113
AT5G14240.1	1680	1319	948	830
AT5G14250.1	1909	1634	795	1135
AT5G14260.3.Hnull	5213	5929	5664	6914
AT5G14270.2	1484	2203	1342	2699
AT5G14280.1.Hnull	297	381	498	460
AT5G14290.1	6	3	0	0
AT5G14300.1	24	27	0	1
AT5G14310.1	690	704	657	600
AT5G14320.1	8381	6040	6605	6033
AT5G14330.1.Hnull	4	11	0	22
AT5G14340.1	1	2	0	0
AT5G14345.1	106	50	0	0
AT5G14350.1	104	78	75	77
AT5G14360.1	57	24	32	34
AT5G14370.1	2098	1864	1181	1058
AT5G14380.1	1657	5267	20	26
AT5G14390.1	614	686	1231	902
AT5G14400.1	2	2	1	3
AT5G14410.1	1432	888	441	208
AT5G14420.1	813	1332	1055	747
AT5G14430.1	1756	2558	2362	2746
AT5G14440.1.Hnull	517	831	618	1058
AT5G14450.1	956	817	419	405
AT5G14460.1	1559	1329	1264	1263
AT5G14470.1	29	88	2	4
AT5G14480.1.Hnull	283	273	284	283
AT5G14490.1	0	2	0	1
AT5G14495.1	0	0	0	0
AT5G14500.1	749	668	504	585
AT5G14510.1	94	148	32	29
AT5G14520.1.DE	3417	3000	804	1393
AT5G14530.1	190	372	311	431
AT5G14540.1	373	2126	1549	1567
AT5G14545.1	0	0	0	0
AT5G14550.1	538	733	1394	2301
AT5G14560.1	0	2	0	7
AT5G14565.1	10	4	361	429
AT5G14570.1.Hnull	387	99	286	111
AT5G14580.1	351	450	59	125
AT5G14590.1	1547	1700	1571	1922
AT5G14600.1	862	408	209	187
AT5G14602.1	24	9	4	1
AT5G14610.1	1479	2378	450	357
AT5G14620.1	816	769	500	573
AT5G14640.1	4669	2496	2564	2622
AT5G14650.1	54	24	82	30
AT5G14660.1.Hnull	1786	2354	1345	2454
AT5G14670.1	428	257	9	6
AT5G14680.1	1075	657	1137	881
AT5G14690.1	20	15	19	4
AT5G14700.1	2503	1669	788	809
AT5G14710.1	494	304	412	382
AT5G14720.1	2700	3321	3975	4258
AT5G14730.1	2	2	15	52
AT5G14740.1.Hnull	60446	52209	27305	56866
AT5G14750.1.Hnull	0	15	3	17
AT5G14760.1	1224	1446	1489	627
AT5G14770.1	263	246	125	231
AT5G14780.1.DE	1871	3568	13924	12767
AT5G14790.1.Hnull	530	570	301	513
AT5G14800.1	2408	3752	943	1373
AT5G14810.1	65	28	4	0
AT5G14820.1	20	15	6	10
AT5G14830.1	176	126	50	81
AT5G14840.1	390	685	83	163
AT5G14850.1	792	548	381	373
AT5G14860.1	28	30	2	1
AT5G14870.1	251	453	18	9
AT5G14880.1	1055	1678	3705	2617
AT5G14890.1	634	428	26	33
AT5G14900.1	2	1	2	1
AT5G14910.1	4999	3151	3679	3010
AT5G14920.1	517	2402	679	326
AT5G14930.2	245	187	990	824
AT5G14940.1.Hnull	863	186	564	176
AT5G14950.1	1515	1884	1912	2521
AT5G14960.1	82	142	48	267
AT5G14970.1.Hnull	8786	7556	9138	7512
AT5G14980.1	169	504	1	3
AT5G14990.1	83	47	0	0
AT5G14995.1	0	0	0	0
AT5G15000.1	0	0	0	0
AT5G15008.1	0	0	0	0
AT5G15010.1.Hnull	140	116	163	159
AT5G15020.1	2280	3691	3820	5252
AT5G15022.1.Hnull	13	20	18	17
AT5G15030.2.Hnull	89	61	129	66
AT5G15040.1	19	12	0	0
AT5G15050.1	983	875	752	545
AT5G15060.1	33	23	0	0
AT5G15070.2	626	880	117	111
AT5G15080.1	1786	1163	1093	1342
AT5G15090.1.Hnull	4281	3885	3188	3709
AT5G15100.1	157	111	2	1
AT5G15110.1	2810	2552	5	3
AT5G15120.1	415	246	4	1
AT5G15130.1	1	3	6	1
AT5G15140.1	2163	2158	11	5
AT5G15150.1	351	252	25	9
AT5G15160.1.Hnull	120	98	95	65
AT5G15170.1	706	684	393	471
AT5G15175.1	0	0	0	0
AT5G15180.1	44	34	19	5
AT5G15190.1	303	152	67	67
AT5G15200.1	34824	19971	5315	4461
AT5G15210.1.Hnull	372	367	551	475
AT5G15220.1	1129	868	229	224
AT5G15230.1	12267	15579	693	284
AT5G15240.1	238	148	146	78
AT5G15250.2	5	4	12	12
AT5G15254.1	3	1	6	7
AT5G15260.1	641	391	606	631
AT5G15265.1.Hnull	3	1	0	1
AT5G15270.2	1317	1711	1321	1761
AT5G15280.1	839	669	354	493
AT5G15290.1	5	4	0	0
AT5G15300.1	110	61	25	23
AT5G15310.1.Hnull	1104	501	616	443
AT5G15320.1.Hnull	885	1140	709	1083
AT5G15330.1	394	372	322	334
AT5G15340.1.Hnull	11	53	11	73
AT5G15350.1	3039	1272	927	111
AT5G15360.1	0	0	0	0
AT5G15380.1.Hnull	0	0	0	0
AT5G15390.1	762	568	751	650
AT5G15400.1	3496	3697	3183	4369
AT5G15410.1	1193	2293	6360	3632
AT5G15420.1	0	0	0	0
AT5G15430.1	245	166	15	4
AT5G15440.1	811	630	788	867
AT5G15450.1	5821	4901	16305	12070
AT5G15460.1	1034	631	325	252
AT5G15470.1	1683	1025	1057	637
AT5G15480.1.Hnull	1	0	1	0
AT5G15490.1	4694	4044	1816	1115
AT5G15510.2	735	571	17	11
AT5G15520.1	1377	723	163	157
AT5G15530.1.Hnull	31	249	27	323
AT5G15540.1	1408	2270	2174	3462
AT5G15546.1	0	0	0	0
AT5G15550.1	1385	1132	316	557
AT5G15560.1.Hnull	0	0	0	0
AT5G15570.1.Hnull	354	278	406	325
AT5G15580.1	1279	3736	982	594
AT5G15581.1	6	2	13	4
AT5G15600.1	757	567	110	15
AT5G15610.1	3110	2553	1007	1080
AT5G15620.1.Hnull	0	1	3	2
AT5G15630.1	723	667	106	48
AT5G15640.1	1102	721	431	474
AT5G15650.1	12853	8520	4124	3348
AT5G15660.1	21	16	0	1
AT5G15670.1	3	1	0	0
AT5G15680.1.Hnull	2493	1442	4472	1754
AT5G15690.1	1	0	0	0
AT5G15700.2	339	630	220	751
AT5G15710.1	480	393	484	514
AT5G15720.1	529	367	6	6
AT5G15725.1	0	1	0	0
AT5G15730.2	704	599	691	766
AT5G15740.1	2023	1373	1085	336
AT5G15750.1	1252	711	380	485
AT5G15760.1	329	189	177	148
AT5G15770.1	288	160	134	143
AT5G15780.1	1928	15925	1861	154
AT5G15790.1	473	305	346	220
AT5G15800.2	5165	2730	20	39
AT5G15802.1	348	242	242	181
AT5G15805.1.Hnull	0	0	0	0
AT5G15810.1	1355	1235	607	951
AT5G15815.1.Hnull	0	0	0	0
AT5G15820.1	236	176	144	168
AT5G15830.1	14	8	470	157
AT5G15833.1	0	1	0	1
AT5G15840.1	61	47	24	19
AT5G15845.1	29	27	39	46
AT5G15850.1	494	530	1698	1533
AT5G15853.1	1	0	8	4
AT5G15860.1	672	749	696	1149
AT5G15870.1.Hnull	518	718	564	686
AT5G15880.1	852	780	393	369
AT5G15890.1	3	2	2	1
AT5G15900.1	3	7	68	33
AT5G15910.1	2024	1036	1656	718
AT5G15920.1	1244	1019	660	959
AT5G15930.1	1365	797	782	527
AT5G15940.1	65	36	5	57
AT5G15948.1	69	31	72	24
AT5G15950.1	773	351	1035	374
AT5G15960.1.Hnull	167	1664	73	1664
AT5G15970.1	20606	18293	12470	5905
AT5G15980.1	1699	1278	548	911
AT5G15990.1	0	0	0	0
AT5G15995.1	0	0	0	0
AT5G16000.1	1583	945	631	327
AT5G16010.1	757	582	3187	2298
AT5G16020.1	47	45	6	0
AT5G16023.1	0	0	6	0
AT5G16030.3	1902	1720	6137	4657
AT5G16040.1	485	635	232	400
AT5G16050.1	8497	7282	4531	6114
AT5G16060.1	1057	612	211	168
AT5G16070.1	3199	2391	1001	1151
AT5G16080.1	61	127	25	40
AT5G16090.1	63	27	2	0
AT5G16100.1	171	185	1	1
AT5G16110.1.Hnull	4096	1646	2811	1416
AT5G16120.2	1854	1395	1111	869
AT5G16130.1	14242	8256	2174	1794
AT5G16140.1	469	424	307	391
AT5G16150.1	6348	6924	5184	4037
AT5G16160.1	96	70	30	49
AT5G16170.1	37	90	103	249
AT5G16180.1	796	725	1007	1209
AT5G16190.1	1028	585	153	33
AT5G16200.1	166	71	173	111
AT5G16210.1	1427	2577	1970	2208
AT5G16220.1	448	888	950	1271
AT5G16230.1	194	125	57	62
AT5G16235.1	7	2	2	2
AT5G16240.1	3602	1673	606	607
AT5G16250.1	4903	3293	113	28
AT5G16260.1	1597	1462	971	1194
AT5G16270.1	2368	4595	3028	4669
AT5G16280.1.Hnull	2008	1178	2162	1147
AT5G16285.1	0	0	0	0
AT5G16286.1	0	0	0	0
AT5G16290.1	2576	2241	1048	764
AT5G16300.1	2439	2515	1509	1989
AT5G16310.1	730	441	462	473
AT5G16320.1	311	285	165	309
AT5G16330.1	2	0	0	0
AT5G16336.1	0	0	0	0
AT5G16340.1	82	117	84	30
AT5G16350.1	109	91	33	1
AT5G16360.1	290	241	40	32
AT5G16370.1	631	1007	748	1083
AT5G16375.1	0	0	0	0
AT5G16380.1	325	359	172	668
AT5G16390.1	1107	2973	1520	1145
AT5G16400.1.Hnull	3612	3138	2253	3871
AT5G16410.1.Hnull	139	16	36	26
AT5G16420.1	103	142	74	104
AT5G16430.1.Hnull	0	0	0	1
AT5G16440.1	2936	3764	802	731
AT5G16450.1	1043	683	646	820
AT5G16453.1	8	7	0	0
AT5G16460.1	2	0	0	0
AT5G16470.1	4643	3297	2673	3279
AT5G16480.1.Hnull	171	197	139	174
AT5G16486.1	39	42	3	1
AT5G16490.1.Hnull	61	35	10	36
AT5G16500.1	1273	1021	6	8
AT5G16505.1	1286	1604	1051	1031
AT5G16510.1.Hnull	773	603	894	728
AT5G16520.1	381	536	640	759
AT5G16530.1	77	68	258	228
AT5G16540.1	1714	1658	2072	1271
AT5G16550.1	897	975	1165	1259
AT5G16560.1	589	665	492	572
AT5G16567.1	0	0	0	0
AT5G16570.1	171	231	2449	8937
AT5G16580.1	4	1	6	5
AT5G16590.1	1914	1412	1304	537
AT5G16600.1	158	154	132	48
AT5G16610.2	840	681	608	855
AT5G16620.1	2118	2472	1729	2283
AT5G16630.1	516	880	1198	1520
AT5G16640.1.Hnull	58	45	42	57
AT5G16650.1.Hnull	1350	704	739	639
AT5G16660.1	1856	1588	1991	2192
AT5G16680.1	1421	2286	2537	3907
AT5G16690.1.Hnull	37	147	10	140
AT5G16700.1.Hnull	0	0	0	0
AT5G16710.1	3100	2592	4148	4469
AT5G16715.1	1382	2192	2455	2403
AT5G16720.1	881	587	245	225
AT5G16730.1	3067	2966	3292	2959
AT5G16740.1	3	3	19	56
AT5G16750.1	1640	1282	330	545
AT5G16760.1	3507	1815	1415	1808
AT5G16770.1	6	15	10	19
AT5G16780.1	2449	3318	2011	2866
AT5G16790.1	138	90	96	96
AT5G16800.3	752	747	911	968
AT5G16810.1.Hnull	1009	1382	759	1243
AT5G16820.1	329	445	520	945
AT5G16830.1.Hnull	1236	677	737	689
AT5G16840.2	3512	2644	2277	1980
AT5G16850.1	59	55	3	0
AT5G16860.1	66	86	20	28
AT5G16870.1	506	332	220	170
AT5G16880.1	3813	3544	3824	4254
AT5G16890.1	412	503	328	338
AT5G16900.1	18	17	6	2
AT5G16910.1	686	1394	875	1842
AT5G16920.1	3596	2856	0	8
AT5G16930.1	467	440	92	160
AT5G16940.1	260	165	218	224
AT5G16950.1	411	217	109	188
AT5G16960.1	7331	6969	9	10
AT5G16970.1.Hnull	1730	2292	3520	2459
AT5G16980.2	42	31	33	181
AT5G16990.1	1933	1570	1881	1767
AT5G17000.1	252	239	1272	2178
AT5G17010.1	4540	2635	1594	1406
AT5G17020.1	5168	5858	3565	5199
AT5G17030.1	512	411	15	10
AT5G17040.1	79	51	37	11
AT5G17050.1.Hnull	1724	741	1265	741
AT5G17060.1	501	491	517	557
AT5G17070.1	1538	885	382	356
AT5G17073.1	0	0	0	0
AT5G17080.1	21	13	0	0
AT5G17090.1	505	352	0	1
AT5G17100.1	25	21	0	1
AT5G17110.1	22	10	0	1
AT5G17120.1	0	0	2	0
AT5G17125.1	0	3	1	1
AT5G17130.1	0	0	0	0
AT5G17140.1	0	0	0	0
AT5G17150.1	31	28	8	14
AT5G17160.1	1561	1068	52	14
AT5G17165.1	267	373	19	14
AT5G17170.1.Hnull	9341	6616	6961	5344
AT5G17180.1	6	6	0	0
AT5G17190.1	4646	2523	1498	1508
AT5G17200.1	153	72	0	0
AT5G17210.1	1244	594	97	75
AT5G17220.1.Hnull	146	72	1264	68
AT5G17230.3	9191	6659	18736	11654
AT5G17233.1	0	0	0	0
AT5G17240.1	548	335	64	68
AT5G17250.1.Hnull	288	172	329	234
AT5G17260.1	57	42	7	5
AT5G17262.1	0	0	0	0
AT5G17270.1	712	761	530	920
AT5G17280.1	564	363	752	509
AT5G17290.1	683	492	605	539
AT5G17300.1	732	512	2340	1320
AT5G17310.2	2351	2568	3457	3441
AT5G17320.1	6	1	0	2
AT5G17330.1	151	118	135	181
AT5G17340.1.DE	868	880	0	0
AT5G17350.1	11	2	26	29
AT5G17360.1	174	99	76	63
AT5G17370.1.Hnull	220	120	289	133
AT5G17380.1	1766	2263	2386	3196
AT5G17390.1	34	25	0	7
AT5G17400.1	842	682	638	342
AT5G17410.2.Hnull	592	441	616	387
AT5G17420.1.Hnull	306	341	94	314
AT5G17430.1	1	2	0	0
AT5G17440.1.Hnull	794	698	988	822
AT5G17450.1.DE	69	114	260	478
AT5G17460.2	126	53	39	54
AT5G17470.1	68	24	0	0
AT5G17480.1	991	418	0	0
AT5G17490.1	202	287	72	20
AT5G17500.1	576	405	1	3
AT5G17510.1	1339	1424	1018	1367
AT5G17520.1	1057	889	1042	1228
AT5G17523.1	5	2	1	3
AT5G17530.3	1634	1702	1655	1866
AT5G17540.1	488	592	69	59
AT5G17550.1	1322	745	1380	1305
AT5G17560.1	2761	1131	2978	1700
AT5G17570.1	206	156	304	271
AT5G17580.1	412	264	386	284
AT5G17590.1	310	215	1	1
AT5G17600.1	247	274	1144	1022
AT5G17610.1	864	573	495	473
AT5G17620.1	1220	708	287	177
AT5G17630.1.Hnull	2081	1072	1594	1211
AT5G17640.1.Hnull	617	565	368	457
AT5G17650.1	50	108	279	423
AT5G17660.1	645	527	679	410
AT5G17670.1	1130	873	2338	1189
AT5G17680.1	131	95	31	43
AT5G17690.1	911	852	601	777
AT5G17700.1	885	1175	661	620
AT5G17710.2	1987	2142	1546	2114
AT5G17720.1	1	0	0	0
AT5G17725.1	0	0	0	0
AT5G17730.1	0	0	0	0
AT5G17740.1	21	36	0	0
AT5G17750.1	7	8	0	0
AT5G17760.1	750	1229	931	589
AT5G17770.1	10124	7612	2577	1699
AT5G17780.2	179	83	114	39
AT5G17790.1	420	714	615	799
AT5G17795.1	0	0	0	0
AT5G17800.1	403	175	13	14
AT5G17810.1	23	24	0	0
AT5G17820.1	3	0	0	0
AT5G17830.1	114	104	11	14
AT5G17840.1	1122	663	522	466
AT5G17847.1	0	1	0	1
AT5G17850.1	360	389	136	259
AT5G17860.1	409	1986	1761	1542
AT5G17870.1	6904	3885	4689	2879
AT5G17880.1	216	451	1182	1770
AT5G17890.1	878	1136	1765	1865
AT5G17900.1	1548	1524	1036	1331
AT5G17910.1	1693	2174	2331	3242
AT5G17920.1	44315	59678	55905	38550
AT5G17930.1	1990	1532	603	861
AT5G17950.1	0	0	0	0
AT5G17960.1	0	0	0	0
AT5G17970.1	2	0	7	3
AT5G17980.1	367	429	140	89
AT5G17990.1	2037	1275	2582	1836
AT5G18000.1	633	375	5	0
AT5G18005.1	0	0	0	0
AT5G18010.1	140	131	282	145
AT5G18015.1	0	0	0	0
AT5G18020.1	238	161	600	178
AT5G18030.1	218	241	643	254
AT5G18037.1	0	1	0	0
AT5G18040.1	1311	789	639	757
AT5G18050.1.Hnull	265	34	73	34
AT5G18060.1	149	101	457	97
AT5G18065.1	212	179	90	152
AT5G18070.1	936	498	311	320
AT5G18080.1	80	81	371	179
AT5G18085.1	0	0	0	0
AT5G18090.1	292	133	4	1
AT5G18100.1	751	739	905	902
AT5G18110.1	1702	1580	1647	1625
AT5G18120.1	960	604	769	934
AT5G18130.1	497	634	3205	9569
AT5G18140.1	538	878	1554	1503
AT5G18150.1	347	147	213	115
AT5G18160.1	0	1	0	0
AT5G18170.1.Hnull	1819	993	4192	1346
AT5G18180.1	98	61	27	13
AT5G18190.1	2820	2939	3402	4446
AT5G18200.1	550	672	650	752
AT5G18202.1	7	1	1	1
AT5G18210.1.Hnull	238	171	377	212
AT5G18220.1	5	13	5	4
AT5G18230.2.Hnull	4930	3581	4886	3786
AT5G18240.1	169	191	386	1297
AT5G18245.1	392	396	237	311
AT5G18250.1	284	227	290	250
AT5G18255.1	327	374	275	319
AT5G18260.1	26	29	82	111
AT5G18270.1	59	51	31	33
AT5G18280.2	2271	1671	1323	881
AT5G18290.1	424	181	118	97
AT5G18300.1.Hnull	14	28	57	28
AT5G18310.2	749	618	1849	2466
AT5G18320.1	201	124	10	15
AT5G18330.1	88	43	0	0
AT5G18340.1	123	71	49	137
AT5G18350.1	6	1	8	33
AT5G18360.1	93	116	379	502
AT5G18362.1.Hnull	87	49	109	28
AT5G18370.1.Hnull	512	133	946	108
AT5G18380.1	30469	16004	5654	4356
AT5G18390.1	312	263	299	375
AT5G18400.2	1486	824	790	999
AT5G18403.1	1	0	0	2
AT5G18404.1	8	4	45	49
AT5G18407.1	2	3	14	16
AT5G18410.1	2585	3541	1865	1564
AT5G18420.2	1405	1138	738	815
AT5G18430.1	180	78	268	71
AT5G18440.1	661	578	404	483
AT5G18450.1	0	0	0	0
AT5G18460.1	1840	1555	1163	506
AT5G18470.1.DE	107	96	619	676
AT5G18475.1	144	206	92	74
AT5G18480.1	1450	1173	1377	2250
AT5G18490.1	184	418	1023	1332
AT5G18500.1	5417	3354	2599	1318
AT5G18510.1	65	69	0	0
AT5G18520.1	2748	3988	3042	3204
AT5G18525.1	722	1727	974	2138
AT5G18540.1	242	259	44	140
AT5G18550.1	833	2563	628	663
AT5G18560.1	0	1	0	0
AT5G18570.1	1231	1602	798	1284
AT5G18580.1	3213	2880	2111	1855
AT5G18590.1	1607	1969	1493	2142
AT5G18600.1	462	528	1444	2048
AT5G18610.1	677	935	740	1219
AT5G18620.2	3051	3739	651	780
AT5G18630.1	938	1253	1397	1306
AT5G18633.1	12	17	5	4
AT5G18636.1	3	4	0	2
AT5G18640.1	714	959	1174	1578
AT5G18650.1	2177	1545	2945	1666
AT5G18660.1	4313	2675	1902	673
AT5G18661.1.Hnull	10	2	5	1
AT5G18670.1	3871	2841	4055	1299
AT5G18680.1	711	730	1068	1333
AT5G18690.1	274	513	190	56
AT5G18700.1	1539	1992	682	502
AT5G18710.1	37	36	1	2
AT5G18720.1	33	24	0	0
AT5G18730.1	64	50	50	59
AT5G18740.1	41	46	1	5
AT5G18748.1	0	0	1	1
AT5G18750.1	441	1036	254	615
AT5G18755.1	0	0	0	0
AT5G18760.1	511	516	1649	1504
AT5G18770.1	575	479	198	301
AT5G18780.1	83	200	365	860
AT5G18790.1	509	347	67	107
AT5G18800.1	2963	1582	1059	779
AT5G18810.1	95	48	11	8
AT5G18820.1	471	448	141	145
AT5G18830.3	1355	2076	1275	1301
AT5G18840.1	65	70	6	10
AT5G18850.1	473	389	557	477
AT5G18860.1	497	648	565	558
AT5G18870.1	0	0	1	0
AT5G18880.1	0	0	0	0
AT5G18890.1	2	0	0	1
AT5G18900.1	1698	1791	987	1136
AT5G18910.1	696	639	7	7
AT5G18920.1	271	124	49	43
AT5G18930.1	260	166	144	52
AT5G18940.1	2374	1294	1510	1108
AT5G18950.1.Hnull	216	143	239	133
AT5G18960.1	1418	1777	1025	1208
AT5G18970.1	374	428	206	191
AT5G18980.1	605	709	560	523
AT5G18990.1	2	6	0	0
AT5G19000.2.Hnull	1326	727	1430	882
AT5G19010.1.Hnull	3536	1640	3807	1846
AT5G19015.1	2	1	3	0
AT5G19020.1	189	156	51	60
AT5G19025.1	52	175	113	112
AT5G19030.1	319	220	174	193
AT5G19040.1	14	8	17	7
AT5G19050.1	781	637	568	758
AT5G19060.1	189	300	55	19
AT5G19070.1	742	695	565	558
AT5G19080.1	134	241	333	411
AT5G19090.1	3253	4674	1276	455
AT5G19095.1	0	0	0	0
AT5G19097.1	7	10	10	33
AT5G19100.1	12	15	0	0
AT5G19110.1	4	4	15	1
AT5G19120.1	1362	2192	461	88
AT5G19130.1.Hnull	767	445	1060	533
AT5G19140.1.Hnull	39481	14500	58529	14050
AT5G19150.1	915	725	548	628
AT5G19151.1	124	71	82	80
AT5G19160.1.Hnull	40	101	188	116
AT5G19165.1	1	1	0	0
AT5G19170.1	133	136	15	11
AT5G19172.1	1	0	0	0
AT5G19175.1.Hnull	0	0	0	0
AT5G19180.1	1306	1787	993	1418
AT5G19190.1	367	91	2003	675
AT5G19200.1	116	98	215	252
AT5G19210.2	403	375	313	465
AT5G19220.1	4518	4187	12825	9230
AT5G19221.1	48	69	113	73
AT5G19230.1	46	24	125	66
AT5G19240.1	438	390	6166	3576
AT5G19250.1	2719	2922	5659	5395
AT5G19257.1	0	0	0	0
AT5G19260.1	262	140	308	152
AT5G19270.1	0	0	0	0
AT5G19280.2	702	1009	825	904
AT5G19290.1	6618	7430	1648	1896
AT5G19300.1.Hnull	39	243	179	336
AT5G19310.1	799	870	424	543
AT5G19315.1	0	0	0	0
AT5G19320.1	1144	886	538	642
AT5G19330.1	2986	3968	2359	2953
AT5G19340.1	1052	599	6	9
AT5G19350.1	1702	1744	1922	2014
AT5G19360.1	204	288	1	2
AT5G19370.1.Hnull	1830	2121	1916	2237
AT5G19380.2	796	522	195	289
AT5G19390.1	2759	2863	3445	2326
AT5G19400.1	2511	4349	4473	6255
AT5G19410.1	4	5	13	0
AT5G19420.2	422	732	816	906
AT5G19430.1	866	817	1234	1071
AT5G19440.1	3016	2400	1431	2042
AT5G19450.1	2201	1932	2335	2188
AT5G19460.1	830	599	1134	941
AT5G19470.1	8	38	186	3395
AT5G19473.1	348	264	5	2
AT5G19480.1	740	553	515	520
AT5G19485.1	1230	1068	802	966
AT5G19490.1	102	79	116	176
AT5G19500.1	987	734	2135	1801
AT5G19510.1	13027	8582	3665	2983
AT5G19520.1	28	29	4	1
AT5G19530.1	1791	1127	1113	582
AT5G19540.1	1766	2247	5754	7909
AT5G19550.1	1267	1778	2934	3717
AT5G19560.1	10	9	7	0
AT5G19570.1.Hnull	128	189	145	227
AT5G19580.1	4005	19589	228	381
AT5G19590.1	3783	3541	5933	6895
AT5G19600.1	922	896	13	4
AT5G19610.1	548	472	1	1
AT5G19620.1.Hnull	1217	1618	1267	1806
AT5G19630.1	489	337	464	446
AT5G19640.1	256	210	0	0
AT5G19650.1	49	23	34	66
AT5G19660.1	694	1119	1005	1468
AT5G19670.1	364	394	397	432
AT5G19680.1	1571	1114	834	884
AT5G19690.1	5790	6335	2416	3533
AT5G19700.1	0	6	0	1
AT5G19710.1	0	0	0	0
AT5G19720.1	13	2	1	0
AT5G19729.1	0	2	0	0
AT5G19730.1	1375	1033	589	137
AT5G19740.1	1477	2475	777	990
AT5G19750.1	1273	761	549	574
AT5G19760.1	12769	8904	10618	5980
AT5G19770.1	10015	6752	4421	3249
AT5G19780.1	10221	7907	2907	2623
AT5G19790.1	4	2	1	0
AT5G19800.1	3	0	2	4
AT5G19810.1	0	5	14	14
AT5G19820.1	2265	4151	3377	4828
AT5G19830.1	203	111	159	107
AT5G19840.2.Hnull	247	105	299	168
AT5G19850.1	572	397	2103	1128
AT5G19855.1	1942	1193	4165	2549
AT5G19860.1	931	1780	1909	2094
AT5G19870.1	22	12	6	7
AT5G19875.1	265	272	701	1299
AT5G19880.1	89	125	10	9
AT5G19890.1	21	8	1	9
AT5G19900.1	1506	1870	1256	2012
AT5G19910.2	397	430	300	287
AT5G19920.1	463	477	176	253
AT5G19930.1	698	548	559	555
AT5G19940.1	3993	3652	18390	11922
